author,region1,region2
KRÚDY Gyula,Czechoslovakia-cseh,Romania
BRÓDY Sándor,Czechoslovakia-cseh,Romania
ASZTALOS István,Czechoslovakia-cseh,Romania
CSERES Tibor,Czechoslovakia-cseh,Romania
ADY Endre,Czechoslovakia-cseh,Spain
MIKSZÁTH Kálmán,Czechoslovakia-cseh,Spain
PETŐFI Sándor,Czechoslovakia-cseh,Spain
SZABÓ Magda,Czechoslovakia-cseh,Spain
JÓKAI Mór,Czechoslovakia-cseh,Spain
JÓZSEF Attila,Czechoslovakia-cseh,Spain
MOLNÁR Ferenc,Czechoslovakia-cseh,Spain
NÉMETH László,Czechoslovakia-cseh,Spain
DÉRY Tibor,Czechoslovakia-cseh,Spain
FEJES Endre,Czechoslovakia-cseh,Spain
PASSUTH László,Czechoslovakia-cseh,Spain
KÖRMENDI Ferenc,Czechoslovakia-cseh,Spain
MÉSZÖLY Miklós,Czechoslovakia-cseh,Spain
ÖRKÉNY István,Czechoslovakia-cseh,Spain
OTTLIK Géza,Czechoslovakia-cseh,Spain
HALASI Mária,Czechoslovakia-cseh,Spain
KERTÉSZ Ákos,Czechoslovakia-cseh,Spain
RÓNASZEGI Miklós,Czechoslovakia-cseh,Spain
ADY Endre,Czechoslovakia-cseh,Sweden
ILLYÉS Gyula,Czechoslovakia-cseh,Sweden
PETŐFI Sándor,Czechoslovakia-cseh,Sweden
SZABÓ Magda,Czechoslovakia-cseh,Sweden
KARINTHY Ferenc,Czechoslovakia-cseh,Sweden
JÓKAI Mór,Czechoslovakia-cseh,Sweden
MOLNÁR Ferenc,Czechoslovakia-cseh,Sweden
NÉMETH László,Czechoslovakia-cseh,Sweden
NAGY Lajos,Czechoslovakia-cseh,Sweden
DÉRY Tibor,Czechoslovakia-cseh,Sweden
SOMOGYI TÓTH Sándor,Czechoslovakia-cseh,Sweden
ÖRKÉNY István,Czechoslovakia-cseh,Sweden
OTTLIK Géza,Czechoslovakia-cseh,Sweden
WEÖRES Sándor,Czechoslovakia-cseh,Sweden
GALGÓCZI Erzsébet,Czechoslovakia-cseh,Sweden
Tóth Judith,Czechoslovakia-cseh,Sweden
KERTÉSZ Ákos,Czechoslovakia-cseh,Sweden
VÁMOS Miklós,Czechoslovakia-cseh,Sweden
MIKSZÁTH Kálmán,Czechoslovakia-cseh,Switzerland
MÓRICZ Zsigmond,Czechoslovakia-cseh,Switzerland
JÓKAI Mór,Czechoslovakia-cseh,Switzerland
JÓZSEF Attila,Czechoslovakia-cseh,Switzerland
KARINTHY Frigyes,Czechoslovakia-cseh,Switzerland
KOSZTOLÁNYI Dezső,Czechoslovakia-cseh,Switzerland
SÓS György,Czechoslovakia-cseh,Switzerland
SÜTŐ András,Czechoslovakia-cseh,Switzerland
MÓRICZ Zsigmond,Czechoslovakia-cseh,Turkey
PETŐFI Sándor,Czechoslovakia-cseh,Turkey
KARINTHY Ferenc,Czechoslovakia-cseh,Turkey
KATONA József,Czechoslovakia-cseh,Turkey
JÓKAI Mór,Czechoslovakia-cseh,Turkey
MOLNÁR Ferenc,Czechoslovakia-cseh,Turkey
MADÁCH Imre,Czechoslovakia-cseh,Turkey
MÓRA Ferenc,Czechoslovakia-cseh,Turkey
DÉRY Tibor,Czechoslovakia-cseh,Turkey
HUBAY Miklós,Czechoslovakia-cseh,Turkey
NAGY Sándor,Czechoslovakia-cseh,USSR-altaji
NAGY Sándor,Czechoslovakia-cseh,USSR-azerbajdzsán
PETŐFI Sándor,Czechoslovakia-cseh,USSR-azerbajdzsán
SZABÓ Magda,Czechoslovakia-cseh,USSR-azerbajdzsán
JÓKAI Mór,Czechoslovakia-cseh,USSR-azerbajdzsán
KARINTHY Frigyes,Czechoslovakia-cseh,USSR-azerbajdzsán
MÓRA Ferenc,Czechoslovakia-cseh,USSR-azerbajdzsán
RADNÓTI Miklós,Czechoslovakia-cseh,USSR-azerbajdzsán
PETŐFI Sándor,Czechoslovakia-cseh,USSR-baskir
NAGY Sándor,Czechoslovakia-cseh,USSR-csuvas
NAGY Sándor,Czechoslovakia-cseh,USSR-fehérorosz
PETŐFI Sándor,Czechoslovakia-cseh,USSR-fehérorosz
DÉRY Tibor,Czechoslovakia-cseh,USSR-fehérorosz
ÖRKÉNY István,Czechoslovakia-cseh,USSR-fehérorosz
NAGY Sándor,Czechoslovakia-cseh,USSR-finn
ADY Endre,Czechoslovakia-cseh,USSR-grúz
MIKSZÁTH Kálmán,Czechoslovakia-cseh,USSR-grúz
NAGY Sándor,Czechoslovakia-cseh,USSR-grúz
PETŐFI Sándor,Czechoslovakia-cseh,USSR-grúz
KARINTHY Ferenc,Czechoslovakia-cseh,USSR-grúz
JÓKAI Mór,Czechoslovakia-cseh,USSR-grúz
MOLNÁR Ferenc,Czechoslovakia-cseh,USSR-grúz
BERKESI András,Czechoslovakia-cseh,USSR-grúz
MADÁCH Imre,Czechoslovakia-cseh,USSR-grúz
KARINTHY Frigyes,Czechoslovakia-cseh,USSR-grúz
MÓRA Ferenc,Czechoslovakia-cseh,USSR-grúz
SARKADI Imre,Czechoslovakia-cseh,USSR-grúz
DÉRY Tibor,Czechoslovakia-cseh,USSR-grúz
ÖRKÉNY István,Czechoslovakia-cseh,USSR-grúz
ACZÉL Tamás,Czechoslovakia-cseh,USSR-kazah
MIKSZÁTH Kálmán,Czechoslovakia-cseh,USSR-kazah
NAGY Sándor,Czechoslovakia-cseh,USSR-kazah
PETŐFI Sándor,Czechoslovakia-cseh,USSR-kazah
VERES Péter,Czechoslovakia-cseh,USSR-kazah
ZALKA Máté,Czechoslovakia-cseh,USSR-kazah
TATAY Sándor,Czechoslovakia-cseh,USSR-kazah
PETŐFI Sándor,Czechoslovakia-cseh,USSR-kirgiz
ZALKA Máté,Czechoslovakia-cseh,USSR-kirgiz
TATAY Sándor,Czechoslovakia-cseh,USSR-kirgiz
ÖRKÉNY István,Czechoslovakia-cseh,USSR-kirgiz
ILLÉS Béla,Czechoslovakia-cseh,USSR-lett
ILLYÉS Gyula,Czechoslovakia-cseh,USSR-lett
MIKSZÁTH Kálmán,Czechoslovakia-cseh,USSR-lett
MÓRICZ Zsigmond,Czechoslovakia-cseh,USSR-lett
PETŐFI Sándor,Czechoslovakia-cseh,USSR-lett
SZABÓ Magda,Czechoslovakia-cseh,USSR-lett
ZALKA Máté,Czechoslovakia-cseh,USSR-lett
JÓKAI Mór,Czechoslovakia-cseh,USSR-lett
JÓZSEF Attila,Czechoslovakia-cseh,USSR-lett
MOLNÁR Ferenc,Czechoslovakia-cseh,USSR-lett
BERKESI András,Czechoslovakia-cseh,USSR-lett
NÉMETH László,Czechoslovakia-cseh,USSR-lett
GÁRDONYI Géza,Czechoslovakia-cseh,USSR-lett
RADNÓTI Miklós,Czechoslovakia-cseh,USSR-lett
FEJES Endre,Czechoslovakia-cseh,USSR-lett
SOMOGYI TÓTH Sándor,Czechoslovakia-cseh,USSR-lett
FEKETE Gyula,Czechoslovakia-cseh,USSR-lett
GERGELY Márta,Czechoslovakia-cseh,USSR-lett
ÖRKÉNY István,Czechoslovakia-cseh,USSR-lett
DÁNIEL Anna,Czechoslovakia-cseh,USSR-lett
KERTÉSZ Ákos,Czechoslovakia-cseh,USSR-lett
ILLÉS Béla,Czechoslovakia-cseh,USSR-litván
MIKSZÁTH Kálmán,Czechoslovakia-cseh,USSR-litván
MÓRICZ Zsigmond,Czechoslovakia-cseh,USSR-litván
PETŐFI Sándor,Czechoslovakia-cseh,USSR-litván
SZABÓ Magda,Czechoslovakia-cseh,USSR-litván
KARINTHY Ferenc,Czechoslovakia-cseh,USSR-litván
ZALKA Máté,Czechoslovakia-cseh,USSR-litván
JÓKAI Mór,Czechoslovakia-cseh,USSR-litván
MOLNÁR Ferenc,Czechoslovakia-cseh,USSR-litván
BERKESI András,Czechoslovakia-cseh,USSR-litván
KOSZTOLÁNYI Dezső,Czechoslovakia-cseh,USSR-litván
MÓRA Ferenc,Czechoslovakia-cseh,USSR-litván
ÖRSI Ferenc,Czechoslovakia-cseh,USSR-litván
GÁRDONYI Géza,Czechoslovakia-cseh,USSR-litván
TATAY Sándor,Czechoslovakia-cseh,USSR-litván
FEJES Endre,Czechoslovakia-cseh,USSR-litván
SOMOGYI TÓTH Sándor,Czechoslovakia-cseh,USSR-litván
FÜST Milán,Czechoslovakia-cseh,USSR-litván
MÁNDY Iván,Czechoslovakia-cseh,USSR-litván
VIDOR Miklós,Czechoslovakia-cseh,USSR-litván
ACZÉL Tamás,Czechoslovakia-cseh,USSR-liv
NAGY Sándor,Czechoslovakia-cseh,USSR-moldva
PETŐFI Sándor,Czechoslovakia-cseh,USSR-moldva
SZABÓ Magda,Czechoslovakia-cseh,USSR-moldva
ZALKA Máté,Czechoslovakia-cseh,USSR-moldva
MOLNÁR Ferenc,Czechoslovakia-cseh,USSR-moldva
NAGY Lajos,Czechoslovakia-cseh,USSR-moldva
DÉRY Tibor,Czechoslovakia-cseh,USSR-moldva
SÁNTA Ferenc,Czechoslovakia-cseh,USSR-moldva
GERGELY Márta,Czechoslovakia-cseh,USSR-moldva
ACZÉL Tamás,Czechoslovakia-cseh,USSR-orosz
ADY Endre,Czechoslovakia-cseh,USSR-orosz
DARVAS József,Czechoslovakia-cseh,USSR-orosz
GERGELY Sándor,Czechoslovakia-cseh,USSR-orosz
HÁY Gyula,Czechoslovakia-cseh,USSR-orosz
ILLÉS Béla,Czechoslovakia-cseh,USSR-orosz
ILLYÉS Gyula,Czechoslovakia-cseh,USSR-orosz
MIKSZÁTH Kálmán,Czechoslovakia-cseh,USSR-orosz
MÓRICZ Zsigmond,Czechoslovakia-cseh,USSR-orosz
NAGY Sándor,Czechoslovakia-cseh,USSR-orosz
PETŐFI Sándor,Czechoslovakia-cseh,USSR-orosz
SZABÓ Pál,Czechoslovakia-cseh,USSR-orosz
URBÁN Ernő,Czechoslovakia-cseh,USSR-orosz
VERES Péter,Czechoslovakia-cseh,USSR-orosz
SZABÓ Magda,Czechoslovakia-cseh,USSR-orosz
ZALKA Miklós,Czechoslovakia-cseh,USSR-orosz
ARANY János,Czechoslovakia-cseh,USSR-orosz
KAFFKA Margit,Czechoslovakia-cseh,USSR-orosz
KARINTHY Ferenc,Czechoslovakia-cseh,USSR-orosz
KATONA József,Czechoslovakia-cseh,USSR-orosz
ZALKA Máté,Czechoslovakia-cseh,USSR-orosz
JÓKAI Mór,Czechoslovakia-cseh,USSR-orosz
JÓZSEF Attila,Czechoslovakia-cseh,USSR-orosz
MOLNÁR Ferenc,Czechoslovakia-cseh,USSR-orosz
BERKESI András,Czechoslovakia-cseh,USSR-orosz
MADÁCH Imre,Czechoslovakia-cseh,USSR-orosz
KÁLLAI István,Czechoslovakia-cseh,USSR-orosz
KARINTHY Frigyes,Czechoslovakia-cseh,USSR-orosz
KOSZTOLÁNYI Dezső,Czechoslovakia-cseh,USSR-orosz
MÓRA Ferenc,Czechoslovakia-cseh,USSR-orosz
NÉMETH László,Czechoslovakia-cseh,USSR-orosz
SÓS György,Czechoslovakia-cseh,USSR-orosz
TERSÁNSZKY JÓZSI Jenő,Czechoslovakia-cseh,USSR-orosz
DOBOZY Imre,Czechoslovakia-cseh,USSR-orosz
BÓKA László,Czechoslovakia-cseh,USSR-orosz
GÁRDONYI Géza,Czechoslovakia-cseh,USSR-orosz
KASSÁK Lajos,Czechoslovakia-cseh,USSR-orosz
SARKADI Imre,Czechoslovakia-cseh,USSR-orosz
NAGY Lajos,Czechoslovakia-cseh,USSR-orosz
RADNÓTI Miklós,Czechoslovakia-cseh,USSR-orosz
SZILVÁSI Lajos,Czechoslovakia-cseh,USSR-orosz
TATAY Sándor,Czechoslovakia-cseh,USSR-orosz
BÁRÁNY Tamás,Czechoslovakia-cseh,USSR-orosz
DÉRY Tibor,Czechoslovakia-cseh,USSR-orosz
FEJES Endre,Czechoslovakia-cseh,USSR-orosz
SÁNTA Ferenc,Czechoslovakia-cseh,USSR-orosz
SOMOGYI TÓTH Sándor,Czechoslovakia-cseh,USSR-orosz
BERKESI András−KARDOS György,Czechoslovakia-cseh,USSR-orosz
FEKETE Gyula,Czechoslovakia-cseh,USSR-orosz
GERGELY Márta,Czechoslovakia-cseh,USSR-orosz
GODA Gábor,Czechoslovakia-cseh,USSR-orosz
LENGYEL József,Czechoslovakia-cseh,USSR-orosz
MURÁNYI KOVÁCS Endre,Czechoslovakia-cseh,USSR-orosz
PALOTAI Boris,Czechoslovakia-cseh,USSR-orosz
PASSUTH László,Czechoslovakia-cseh,USSR-orosz
ÖRKÉNY István,Czechoslovakia-cseh,USSR-orosz
MÁNDY Iván,Czechoslovakia-cseh,USSR-orosz
OTTLIK Géza,Czechoslovakia-cseh,USSR-orosz
SZAMOS Rudolf,Czechoslovakia-cseh,USSR-orosz
BABITS Mihály,Czechoslovakia-cseh,USSR-orosz
BERTHA Bulcsu,Czechoslovakia-cseh,USSR-orosz
JÓKAI Anna,Czechoslovakia-cseh,USSR-orosz
WEÖRES Sándor,Czechoslovakia-cseh,USSR-orosz
JUHÁSZ Gyula,Czechoslovakia-cseh,USSR-orosz
HUBAY Miklós,Czechoslovakia-cseh,USSR-orosz
SZAKONYI Károly,Czechoslovakia-cseh,USSR-orosz
HALASI Mária,Czechoslovakia-cseh,USSR-orosz
CSUKÁS István,Czechoslovakia-cseh,USSR-orosz
GALGÓCZI Erzsébet,Czechoslovakia-cseh,USSR-orosz
MOCSÁR Gábor,Czechoslovakia-cseh,USSR-orosz
FÖLDES Péter,Czechoslovakia-cseh,USSR-orosz
VÖRÖSMARTY Mihály,Czechoslovakia-cseh,USSR-orosz
KERTÉSZ Ákos,Czechoslovakia-cseh,USSR-orosz
KRÚDY Gyula,Czechoslovakia-cseh,USSR-orosz
RÓNASZEGI Miklós,Czechoslovakia-cseh,USSR-orosz
CSERES Tibor,Czechoslovakia-cseh,USSR-orosz
PETŐFI Sándor,Czechoslovakia-cseh,USSR-tadzsik
JÓKAI Mór,Czechoslovakia-cseh,USSR-tadzsik
MÓRA Ferenc,Czechoslovakia-cseh,USSR-tadzsik
SARKADI Imre,Czechoslovakia-cseh,USSR-tadzsik
PETŐFI Sándor,Czechoslovakia-cseh,USSR-türkmén
KARINTHY Ferenc,Czechoslovakia-cseh,USSR-türkmén
JÓKAI Mór,Czechoslovakia-cseh,USSR-türkmén
SÁNTA Ferenc,Czechoslovakia-cseh,USSR-türkmén
NAGY Sándor,Czechoslovakia-cseh,USSR-udmurt
PETŐFI Sándor,Czechoslovakia-cseh,USSR-udmurt
ACZÉL Tamás,Czechoslovakia-cseh,USSR-ukrán
ADY Endre,Czechoslovakia-cseh,USSR-ukrán
ILKU Pál,Czechoslovakia-cseh,USSR-ukrán
ILLÉS Béla,Czechoslovakia-cseh,USSR-ukrán
ILLYÉS Gyula,Czechoslovakia-cseh,USSR-ukrán
MIKSZÁTH Kálmán,Czechoslovakia-cseh,USSR-ukrán
MÓRICZ Zsigmond,Czechoslovakia-cseh,USSR-ukrán
PETŐFI Sándor,Czechoslovakia-cseh,USSR-ukrán
SZABÓ Magda,Czechoslovakia-cseh,USSR-ukrán
KARINTHY Ferenc,Czechoslovakia-cseh,USSR-ukrán
ZALKA Máté,Czechoslovakia-cseh,USSR-ukrán
JÓKAI Mór,Czechoslovakia-cseh,USSR-ukrán
JÓZSEF Attila,Czechoslovakia-cseh,USSR-ukrán
MOLNÁR Ferenc,Czechoslovakia-cseh,USSR-ukrán
BERKESI András,Czechoslovakia-cseh,USSR-ukrán
MADÁCH Imre,Czechoslovakia-cseh,USSR-ukrán
KARINTHY Frigyes,Czechoslovakia-cseh,USSR-ukrán
MÓRA Ferenc,Czechoslovakia-cseh,USSR-ukrán
NÉMETH László,Czechoslovakia-cseh,USSR-ukrán
DOBOZY Imre,Czechoslovakia-cseh,USSR-ukrán
GÁRDONYI Géza,Czechoslovakia-cseh,USSR-ukrán
TATAY Sándor,Czechoslovakia-cseh,USSR-ukrán
THURZÓ Gábor,Czechoslovakia-cseh,USSR-ukrán
SÁNTA Ferenc,Czechoslovakia-cseh,USSR-ukrán
SOMOGYI TÓTH Sándor,Czechoslovakia-cseh,USSR-ukrán
BERKESI András−KARDOS György,Czechoslovakia-cseh,USSR-ukrán
BERTHA Bulcsu,Czechoslovakia-cseh,USSR-ukrán
JÓKAI Anna,Czechoslovakia-cseh,USSR-ukrán
CSUKÁS István,Czechoslovakia-cseh,USSR-ukrán
MIKSZÁTH Kálmán,Czechoslovakia-cseh,USSR-észt
MÓRICZ Zsigmond,Czechoslovakia-cseh,USSR-észt
PETŐFI Sándor,Czechoslovakia-cseh,USSR-észt
SZABÓ Pál,Czechoslovakia-cseh,USSR-észt
SZABÓ Magda,Czechoslovakia-cseh,USSR-észt
ZALKA Máté,Czechoslovakia-cseh,USSR-észt
MOLNÁR Ferenc,Czechoslovakia-cseh,USSR-észt
KARINTHY Frigyes,Czechoslovakia-cseh,USSR-észt
MÓRA Ferenc,Czechoslovakia-cseh,USSR-észt
GÁRDONYI Géza,Czechoslovakia-cseh,USSR-észt
SARKADI Imre,Czechoslovakia-cseh,USSR-észt
TATAY Sándor,Czechoslovakia-cseh,USSR-észt
DÉRY Tibor,Czechoslovakia-cseh,USSR-észt
FEJES Endre,Czechoslovakia-cseh,USSR-észt
SOMOGYI TÓTH Sándor,Czechoslovakia-cseh,USSR-észt
KOLOZSVÁRI GRANDPIERRE Emil,Czechoslovakia-cseh,USSR-észt
HERNÁDI Gyula,Czechoslovakia-cseh,USSR-észt
MÉSZÖLY Miklós,Czechoslovakia-cseh,USSR-észt
ÖRKÉNY István,Czechoslovakia-cseh,USSR-észt
BABITS Mihály,Czechoslovakia-cseh,USSR-észt
KRÚDY Gyula,Czechoslovakia-cseh,USSR-észt
MÓRICZ Zsigmond,Czechoslovakia-cseh,USSR-örmény
PETŐFI Sándor,Czechoslovakia-cseh,USSR-örmény
JÓKAI Mór,Czechoslovakia-cseh,USSR-örmény
MOLNÁR Ferenc,Czechoslovakia-cseh,USSR-örmény
BERKESI András,Czechoslovakia-cseh,USSR-örmény
MÓRA Ferenc,Czechoslovakia-cseh,USSR-örmény
SZILVÁSI Lajos,Czechoslovakia-cseh,USSR-örmény
SÁNTA Ferenc,Czechoslovakia-cseh,USSR-örmény
SOMOGYI TÓTH Sándor,Czechoslovakia-cseh,USSR-örmény
GERGELY Márta,Czechoslovakia-cseh,USSR-örmény
ILLÉS Béla,Czechoslovakia-cseh,USSR-üzbég
MIKSZÁTH Kálmán,Czechoslovakia-cseh,USSR-üzbég
PETŐFI Sándor,Czechoslovakia-cseh,USSR-üzbég
URBÁN Ernő,Czechoslovakia-cseh,USSR-üzbég
BERKESI András,Czechoslovakia-cseh,USSR-üzbég
MÓRA Ferenc,Czechoslovakia-cseh,USSR-üzbég
ILLÉS Béla,Czechoslovakia-cseh,United Kingdom
ILLYÉS Gyula,Czechoslovakia-cseh,United Kingdom
SZABÓ Magda,Czechoslovakia-cseh,United Kingdom
JÓZSEF Attila,Czechoslovakia-cseh,United Kingdom
MOLNÁR Ferenc,Czechoslovakia-cseh,United Kingdom
KARINTHY Frigyes,Czechoslovakia-cseh,United Kingdom
KOSZTOLÁNYI Dezső,Czechoslovakia-cseh,United Kingdom
NÉMETH László,Czechoslovakia-cseh,United Kingdom
GÁRDONYI Géza,Czechoslovakia-cseh,United Kingdom
RADNÓTI Miklós,Czechoslovakia-cseh,United Kingdom
DÉRY Tibor,Czechoslovakia-cseh,United Kingdom
LENGYEL József,Czechoslovakia-cseh,United Kingdom
PASSUTH László,Czechoslovakia-cseh,United Kingdom
KÖRMENDI Ferenc,Czechoslovakia-cseh,United Kingdom
ÖRKÉNY István,Czechoslovakia-cseh,United Kingdom
FÜST Milán,Czechoslovakia-cseh,United Kingdom
WEÖRES Sándor,Czechoslovakia-cseh,United Kingdom
KACZÉR Illés,Czechoslovakia-cseh,United Kingdom
ADY Endre,Czechoslovakia-cseh,United States
ILLYÉS Gyula,Czechoslovakia-cseh,United States
PETŐFI Sándor,Czechoslovakia-cseh,United States
SZABÓ Magda,Czechoslovakia-cseh,United States
KARINTHY Ferenc,Czechoslovakia-cseh,United States
JÓZSEF Attila,Czechoslovakia-cseh,United States
MOLNÁR Ferenc,Czechoslovakia-cseh,United States
MADÁCH Imre,Czechoslovakia-cseh,United States
KARINTHY Frigyes,Czechoslovakia-cseh,United States
SZÉKELY János (John Pen),Czechoslovakia-cseh,United States
RADNÓTI Miklós,Czechoslovakia-cseh,United States
FEJES Endre,Czechoslovakia-cseh,United States
LENGYEL József,Czechoslovakia-cseh,United States
PASSUTH László,Czechoslovakia-cseh,United States
KÖRMENDI Ferenc,Czechoslovakia-cseh,United States
FÜST Milán,Czechoslovakia-cseh,United States
OTTLIK Géza,Czechoslovakia-cseh,United States
WEÖRES Sándor,Czechoslovakia-cseh,United States
KACZÉR Illés,Czechoslovakia-cseh,United States
SZABÓ Magda,Czechoslovakia-cseh,Venezuela
HERNÁDI Gyula,Czechoslovakia-cseh,Venezuela
MÓRICZ Zsigmond,Czechoslovakia-cseh,Vietnam
PETŐFI Sándor,Czechoslovakia-cseh,Vietnam
JÓZSEF Attila,Czechoslovakia-cseh,Vietnam
ADY Endre,Czechoslovakia-cseh,Yugoslavia
DARVAS József,Czechoslovakia-cseh,Yugoslavia
ILLÉS Béla,Czechoslovakia-cseh,Yugoslavia
ILLYÉS Gyula,Czechoslovakia-cseh,Yugoslavia
MIKSZÁTH Kálmán,Czechoslovakia-cseh,Yugoslavia
MÓRICZ Zsigmond,Czechoslovakia-cseh,Yugoslavia
PETŐFI Sándor,Czechoslovakia-cseh,Yugoslavia
VERES Péter,Czechoslovakia-cseh,Yugoslavia
SZABÓ Magda,Czechoslovakia-cseh,Yugoslavia
KAFFKA Margit,Czechoslovakia-cseh,Yugoslavia
JÓKAI Mór,Czechoslovakia-cseh,Yugoslavia
JÓZSEF Attila,Czechoslovakia-cseh,Yugoslavia
MOLNÁR Ferenc,Czechoslovakia-cseh,Yugoslavia
KARINTHY Frigyes,Czechoslovakia-cseh,Yugoslavia
KOSZTOLÁNYI Dezső,Czechoslovakia-cseh,Yugoslavia
NÉMETH László,Czechoslovakia-cseh,Yugoslavia
GÁRDONYI Géza,Czechoslovakia-cseh,Yugoslavia
NAGY Lajos,Czechoslovakia-cseh,Yugoslavia
RADNÓTI Miklós,Czechoslovakia-cseh,Yugoslavia
DÉRY Tibor,Czechoslovakia-cseh,Yugoslavia
FEJES Endre,Czechoslovakia-cseh,Yugoslavia
SOMOGYI TÓTH Sándor,Czechoslovakia-cseh,Yugoslavia
GODA Gábor,Czechoslovakia-cseh,Yugoslavia
PASSUTH László,Czechoslovakia-cseh,Yugoslavia
KOLOZSVÁRI GRANDPIERRE Emil,Czechoslovakia-cseh,Yugoslavia
ÖRKÉNY István,Czechoslovakia-cseh,Yugoslavia
FÜST Milán,Czechoslovakia-cseh,Yugoslavia
OTTLIK Géza,Czechoslovakia-cseh,Yugoslavia
BABITS Mihály,Czechoslovakia-cseh,Yugoslavia
JÓKAI Anna,Czechoslovakia-cseh,Yugoslavia
WEÖRES Sándor,Czechoslovakia-cseh,Yugoslavia
GALGÓCZI Erzsébet,Czechoslovakia-cseh,Yugoslavia
KERTÉSZ Ákos,Czechoslovakia-cseh,Yugoslavia
MOLDOVA György,Czechoslovakia-cseh,Yugoslavia
SZERB Antal,Czechoslovakia-cseh,Yugoslavia
DOBAI Péter,Czechoslovakia-cseh,Yugoslavia
CSERES Tibor,Czechoslovakia-cseh,Yugoslavia
ACZÉL Tamás,Czechoslovakia-szlovák,Czechoslovakia-szlovák
ADY Endre,Czechoslovakia-szlovák,Czechoslovakia-szlovák
BALÁZS Béla,Czechoslovakia-szlovák,Czechoslovakia-szlovák
BOLDIZSÁR Iván,Czechoslovakia-szlovák,Czechoslovakia-szlovák
CSERES Tibor,Czechoslovakia-szlovák,Czechoslovakia-szlovák
EGRI Viktor,Czechoslovakia-szlovák,Czechoslovakia-szlovák
EÖTVÖS József,Czechoslovakia-szlovák,Czechoslovakia-szlovák
FAZEKAS Mihály,Czechoslovakia-szlovák,Czechoslovakia-szlovák
FÖLDES Jolán,Czechoslovakia-szlovák,Czechoslovakia-szlovák
FÖLDES Mihály,Czechoslovakia-szlovák,Czechoslovakia-szlovák
GERGELY Sándor,Czechoslovakia-szlovák,Czechoslovakia-szlovák
HELTAI Jenő,Czechoslovakia-szlovák,Czechoslovakia-szlovák
ILLÉS Béla,Czechoslovakia-szlovák,Czechoslovakia-szlovák
JÓKAI Mór,Czechoslovakia-szlovák,Czechoslovakia-szlovák
JÓZSEF Attila,Czechoslovakia-szlovák,Czechoslovakia-szlovák
SÁNDOR Kálmán,Czechoslovakia-szlovák,Czechoslovakia-szlovák
KOSSA István,Czechoslovakia-szlovák,Czechoslovakia-szlovák
MADÁCH Imre,Czechoslovakia-szlovák,Czechoslovakia-szlovák
MIKSZÁTH Kálmán,Czechoslovakia-szlovák,Czechoslovakia-szlovák
MOLNÁR Ferenc,Czechoslovakia-szlovák,Czechoslovakia-szlovák
MÓRA Ferenc,Czechoslovakia-szlovák,Czechoslovakia-szlovák
MÓRICZ Zsigmond,Czechoslovakia-szlovák,Czechoslovakia-szlovák
PALÁSTI László,Czechoslovakia-szlovák,Czechoslovakia-szlovák
PALOTAI Boris,Czechoslovakia-szlovák,Czechoslovakia-szlovák
PETŐFI Sándor,Czechoslovakia-szlovák,Czechoslovakia-szlovák
REMÉNYI Béla,Czechoslovakia-szlovák,Czechoslovakia-szlovák
RIDEG Sándor,Czechoslovakia-szlovák,Czechoslovakia-szlovák
SÁNDOR András,Czechoslovakia-szlovák,Czechoslovakia-szlovák
SZABÓ Dezső,Czechoslovakia-szlovák,Czechoslovakia-szlovák
SZABÓ Pál,Czechoslovakia-szlovák,Czechoslovakia-szlovák
SZINI Gyula,Czechoslovakia-szlovák,Czechoslovakia-szlovák
VERES Péter,Czechoslovakia-szlovák,Czechoslovakia-szlovák
ASZTALOS István,Czechoslovakia-szlovák,Czechoslovakia-szlovák
CSIKY Gergely,Czechoslovakia-szlovák,Czechoslovakia-szlovák
GÁRDONYI Géza,Czechoslovakia-szlovák,Czechoslovakia-szlovák
KARINTHY Frigyes,Czechoslovakia-szlovák,Czechoslovakia-szlovák
KŐSZEGI Imre,Czechoslovakia-szlovák,Czechoslovakia-szlovák
MESTERHÁZI Lajos,Czechoslovakia-szlovák,Czechoslovakia-szlovák
SZABÓ Béla,Czechoslovakia-szlovák,Czechoslovakia-szlovák
GERENCSÉR Miklós,Czechoslovakia-szlovák,Czechoslovakia-szlovák
KARINTHY Frigyes−MAJOROS István,Czechoslovakia-szlovák,Czechoslovakia-szlovák
MURÁNYI KOVÁCS Endre,Czechoslovakia-szlovák,Czechoslovakia-szlovák
SZABÓ Magda,Czechoslovakia-szlovák,Czechoslovakia-szlovák
SZABÓ Pál−BALÁZS Sándor,Czechoslovakia-szlovák,Czechoslovakia-szlovák
VÉSZI Endre,Czechoslovakia-szlovák,Czechoslovakia-szlovák
GERGELY Márta,Czechoslovakia-szlovák,Czechoslovakia-szlovák
KATKÓ István,Czechoslovakia-szlovák,Czechoslovakia-szlovák
FEJES Endre,Czechoslovakia-szlovák,Czechoslovakia-szlovák
HEGEDŰS Géza,Czechoslovakia-szlovák,Czechoslovakia-szlovák
KRÚDY Gyula,Czechoslovakia-szlovák,Czechoslovakia-szlovák
SOMOGYI TÓTH Sándor,Czechoslovakia-szlovák,Czechoslovakia-szlovák
DARVAS József,Czechoslovakia-szlovák,Czechoslovakia-szlovák
FEHÉR Klára,Czechoslovakia-szlovák,Czechoslovakia-szlovák
FEKETE Gyula,Czechoslovakia-szlovák,Czechoslovakia-szlovák
