id	author	orig_title	genre	orig_yr	orig_city	targ_lan_n	country	world	targ_title	translator	megjelenes	megjegyzes	city_n	year_n	editionstat	isPartOf	HU-minor	interm_title	interm_lang	is_container	series	db	auth_quality	transl_quality	publisher	pagination	orig_lang	isbn	kotet	city	year	targ_lan
106749	JÓKAI Mór	Források:				német	Germany	NA	MAERTYRER DES HERZENS − ZWEI FRAUEN	Autor. Übersetzung von Ludwig Wechsler	Breslau, 1901. Schlesische Verlagsanstalt vormals S. Schottlaender 8° 234 S.	NA	Wrocław	1901	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Breslau	1901	német
106752	JÓKAI Mór	Források:				német	Germany	NA	EINE BALLNACHT.	Novellen Autor. Übersetzung von Ludwig Wechsler	Berlin, o. J. Richard Ecksteine Nachfelger 8° 128 S.	NA	Berlin	NA	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Berlin	NA	német
106753	JÓKAI Mór	Források:				német	Germany	NA	EINE KÖNIGIN.	Erzaehlungen Autor. Übersetzung von Ludwig Wechsler	Berlin, o. J. Richard Ecksteins Nachfolger 8° 128 S.	https://portal.kobv.de/uid.do?query=gbv_41232797X&index=internal&plv=2  date based on Reisebibliothek series number	Berlin	1894	NA	-3		NA	NA	TRUE	Reisebibliothek 128.	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Berlin	NA	német
106756	JÓKAI Mór	Források:				olasz	Italy	NA	BREVIARIO DI JOKAI	Traduzione di Alessandro Alessandriai	Roma, 1925. Ist. per l'Europa Orientale	NA	Roma	1925	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Roma	1925	olasz
106757	JÓKAI Mór	Források:				olasz	Italy	NA	BREVI RACCONTI	Traduzione di Antonio Widmar	Roma, 1925. Ist. per l'Europa Orientale	NA	Roma	1925	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Roma	1925	olasz
106758	JÓKAI Mór	Források:				svéd	Sweden	NA	Valda humoristiska berättelser	NA	Stockholm, 1876. A Bonniers Förlag 16:o 2 vols. 234; 195 siden	https://libris.kb.se/bib/1597925	Stockholm	1876	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Stockholm	1876	svéd
106759	JÓKAI Mór	Források:				svéd	Sweden	NA	SKIZZER OCH NOVELLER	Översättning a T. Hämmerskan	Warberg, 1877. Kindwall 8:o	NA	Varberg	1877	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Warberg	1877	svéd
106761	JÓKAI Mór	Források:				svéd	Sweden	NA	BROKIGT − NOVELLER OCH HUMORESKER	Översättning av K. Hemgren	Stockholm, 1882. A. Bonniers Förlag 8:o 290 siden.	https://libris.kb.se/bib/1597917	Stockholm	1882	NA	-3		NA	NA	TRUE	Nya följetongen, 1882:2	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Stockholm	1882	svéd
106762	JÓKAI Mór	Források:				svéd	Sweden	NA	NAZLI − HANEM (6 berättelser)	Översättning av T. Wilson	Stockholm, 1897. A. Johnsons Förlag 8:o	https://libris.kb.se/bib/1663707  1898 dátummal a katalógusban	Stockholm	1897	NA	-3		NA	NA	TRUE	Roman-galleri för salong och resa ; 3	demeter	NA	NA	Ad. Johnson	112 s.	hun	NA	4. Jakab István−József Jolán	Stockholm	1897	svéd
106763	JÓKAI Mór	Források:				svéd	Sweden	NA	TRE BERÄTTELSER	NA	Stockholm, 1900. 8:o 170 siden	NA	Stockholm	1900	NA	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Stockholm	1900	svéd
106764	JÓKAI Mór	Források:				svéd	Sweden	NA	ZABELLA (4 Berättelser)	översättning av O. Nackman	Stockholm, 1912.	https://libris.kb.se/bib/1635322	Stockholm	1912	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	Holmquists boktr.	90 s.	hun	NA	4. Jakab István−József Jolán	Stockholm	1912	svéd
106767	JÓKAI Mór	Források:				szerb	Serbia	NA	Приповедке Мавра Јокаја	NA	У Земуну : И. К. Сопрон, 1869 (Земун : И. К. Сопрон) 126 стр. ; 17 cm	https://plus.cobiss.net/cobiss/sr/en/bib/20813831#full  Koronát szerelemért. Három a tánc. Egy halálitélet.	Zemun	1869	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	NA	1869	szerb
106768	JÓKAI Mór	Források:				szerb	Hungary	NA	САБРАНЕ ПРИПОВЕДКЕ	Превез А. Хајиҕ	Нови-Сад, 1871	NA	Novi Sad	1871	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Нови-Сад	1871	szerb
106769	JÓKAI Mór	Források:				szerb	Hungary	NA	АДАМАНТЕ − ФАУСТИНА −	NA	Панчево, 1878	NA	Pančevo	1878	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Панчево	1878	szerb
106771	JÓKAI Mór	Források:				szerb	Serbia	NA	НОВЕЛЕ ИЗ КРВАВЕ КНИГЕ	NA	Беoград, 1894	NA	Beograd	1894	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Беoград	1894	szerb
106772	JÓKAI Mór	Források:				szerb	Yugoslavia (to 2002)	NA	НОВЕЛЕ	NA	Панчево, s. a. б. г. 2. Свезак	NA	Pančevo	NA	NA	-3		NA	NA	TRUE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Панчево	NA	szerb
106781	JÓKAI Mór	A barátfalvi lévita	regény	1896		észt	Baltic Governorate General (R)	NA	Pärandusepetja	Eestist. M. Neumann ja E. J. Õunapuu	Dorpat, 1899. Uus Aja kirjastus 8.o 4+112 s. \nkat Imprint Jurjev : Uus Aeg, 1899 (Jurjev : Hermann)\nPlace of publ.\tTartu\nDescription\t[2], 112 lk., [1] l. portr. ; 19 cm	https://www.ester.ee/record=b1135065	Tartu	1899	1	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Dorpat	1899	észt
106782	JÓKAI Mór	A barátfalvi lévita	regény	1896		német	Germany	NA	DER ERBSCHLEICHER.	Autor. Übersetzung von Oscar von Krücken	Berlin, 1900. H. Steinitz Verlag 8° 231 S.	https://portal.kobv.de/uid.do?query=gbv_412327627&index=internal&plv=2	Berlin	1900	1	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Berlin	1900	német
106784	JÓKAI Mór	A Bárdy család − Forradalmi és csataképek 1848. és 1849-ből	novella	1850		finn	Finland	NA	Kolmetoista pöydässä eli Bárdyn perhe: verimuistelmia vuodelta 1848	Suomentanut A. Forsgren	Pori, 1889. A. Bergbom 8:o 70 sivu	https://jyu.finna.fi/Record/jykdok.905919	Pori	1889	1	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Pori	1889	finn
106785	JÓKAI Mór	A Bárdy család − Forradalmi és csataképek 1848. és 1849-ből	novella	1850		lengyel	Poland (A)	NA	RODZINA BARDY	NA	Kazimierz Bartoszewicz, Kraków, 1884.	NA	Kraków	1884	1	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Warszawa ?	1884	lengyel
106787	JÓKAI Mór	A Bárdy család − Forradalmi és csataképek 1848. és 1849-ből	novella	1850		szerb	Hungary	NA	Племство и поданици или Породица Барди : догађај из 1848. године	превео В. Ј. Јанковић	Панчево : Књижара Браћа Јовановић, 1873 (Панчево : Јовановић и Павловић) 64 стр. ; 16 cm	https://plus.cobiss.net/cobiss/sr/en/bib/1539313642#full	Pančevo	1873	1	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Панчево	1873	szerb
106789	JÓKAI Mór	A Bárdy család − Forradalmi és csataképek 1848. és 1849-ből	novella	1850		svéd	Sweden	NA	Familjen Bárdy : ett blodsminne från år 1848	NA	Stockholm, 1889. U. Fredrikssons Førlag 8:o 59 siden	https://libris.kb.se/bib/8837444	Stockholm	1889	1	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Stockholm	1889	svéd
106800	JÓKAI Mór	A bojár leány	novellák	1855		német	Germany	NA	DIE TOCHTER DES BOJAREN UND ANDERE ERZAEHLUNGEI	Ohne Angabe des Übersetzers	Berlin, 1900. Neufeld und Henius 8° 93 S.	"A b l" A véres könyv c. 1855-üs kötetből https://portal.kobv.de/uid.do?query=gbv_412328399&index=internal&plv=2	Berlin	1900	1	-1		NA	NA	FALSE	Bunte Bücherei Bd 4	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Berlin	1900	német
106801	JÓKAI Mór	A bojár leány	novellák	1855		német	Germany	NA	DIE TOCHTER DES BOJAREN UND ANDERE ERZAEHLUNGEI	Ohne Angabe des Übersetzers	Leipzig, 1900. A. Schumann Bibliograph. Anstalt 8° 93 S.	"A b l" A véres könyv c. 1855-üs kötetből	Leipzig	1900	N	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Leipzig	1900	német
106804	JÓKAI Mór	Egy bujdosó naplója − Forradalmi és csataképek 1848. és 1849-ből	elbeszélés	1850		svéd	Sweden	NA	FLYKTEN	Översättning av K. Benzon	Stockholm, 1913.	https://libris.kb.se/bib/2729763	Stockholm	1913	1	-1		NA	NA	FALSE	NA	demeter	NA	NA	Nord. förl.	96 s.	hun	NA	4. Jakab István−József Jolán	Stockholm	1913	svéd
106814	JÓKAI Mór	A caldaria − Dekameron II.	novella	1858		német	Hungary	NA	DIE CALDARIA	Übersetzer nicht angegeben (Wahrsch. S. Brody)	Pest, 1863. Emerich Bartalits (Ungarische Bücher für das Volk III.)	NA	Budapest	1863	1	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Pest	1863	német
106819	JÓKAI Mór	A cigánybáró	kisregény	1885	Budapest	cseh	Czechia (to 1918)	NA	CIKÁNSKÝ BARON	Přeložil František Brábek	Praha, 1894. František Šimaček 16° 112 str.	https://aleph.nkp.cz/F/?func=direct&doc_number=001102530&local_base=CNB	Praha	1894	1	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Praha	1894	cseh
106820	JÓKAI Mór	A cigánybáró	kisregény	1885	Budapest	cseh	Czechia (to 1918)	NA	CIKÁNSKÝ BARON A JICHNYCH NOVEL	Přeložil Gustav Narcissus Mayerhoffer	Praha, b. r. 3 sv.	check in czech lib cat: several eds, this is earliest	Praha	1894	1	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Praha	NA	cseh
106822	JÓKAI Mór	A cigánybáró	kisregény	1885	Budapest	észt	Russia	NA	MUSTLASE PARUN	Tôlkinud L. Grosschmidt	Viljandi, 1899. J. Reevits 16° 76+1 s.	https://www.ester.ee/record=b1577102	Viljandi	1899	1	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Viljandi	1899	észt
106825	JÓKAI Mór	A cigánybáró	kisregény	1885	Budapest	lengyel	Poland (A)	NA	Baron cyganów i inne nowele	Miłkowski, Stanisław (1842-1907) [Tł.]	Grodek, 1886. (J. Czainski) 8° 249 str.	https://katalog.nukat.edu.pl/cgi-bin/koha/opac-detail.pl?biblionumber=854157	Gródek Jagielloński	1886	1	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Grodek	1886	lengyel
106826	JÓKAI Mór	A cigánybáró	kisregény	1885	Budapest	német	Germany	NA	DER ZIGEUNERBARON UND ANDERE NOVELLEN.	Übersetzer nicht angegeben.	Breslau, 1886. S. Schottlaender 8° 302 S.	NA	Wrocław	1886	1	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Breslau	1886	német
106827	JÓKAI Mór	A cigánybáró	kisregény	1885	Budapest	német	Germany	NA	DER ZIGEUNERBARON UND ANDERE NOVELLEN.	Übersetzer nicht angegeben.	Breslau : Druck und Verlag von S. Schottlaender, 1886 2. Auflage. 4 Bll., 302 Ss ; 8"	BL has copy of the second ed.	Wrocław	1886	N	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Breslau	NA	német
106828	JÓKAI Mór	A cigánybáró	kisregény	1885	Budapest	német	Germany	NA	DER ZIGEUNERBARON UND ANDERE NOVELLEN.	Übersetzer nicht angegeben.	Breslau, 1906 Schlesische-Verlagsanstalt (S. Schottlaender) 8° 289 S. 3. Auflage.	https://portal.kobv.de/uid.do?query=gbv_412328488&index=internal&plv=2 3. aufl, 1905 zárójeles dátummal.	Wrocław	1906	N	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Breslau	1906	német
106831	JÓKAI Mór	A dagői torony − Targallyak	novella	1882		angol	UK	NA	THE TOWER OF DAGO	Translator unknown	London, 1899. Sands & Co 8-vo 106 p.	Czigány	London	1899	1	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	London	1899	angol
106837	JÓKAI Mór	A dagői torony − Targallyak	novella	1882		német	Germany	NA	DER THURM VON DAGÖ = DER DAEMON IN ENGELGESTALT = DIE POITERGEISTER.	Übersetzer nicht angegeben.	Berlin, 1880. Otto Janke Verlag 8° 164 S.	NA	Berlin	1880	1	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Berlin	1880	német
106838	JÓKAI Mór	A dagői torony − Targallyak	novella	1882		német	Germany	NA	DER THURM VON DAGÖ = DER DAEMON IN ENGELGESTALT = DIE POITERGEISTER.	Übersetzer nicht angegeben.	Berlin, 1884. 8° 128 S. 2. Aufl.  (Akad der künste kat. szerint Janke, Berlin, 164 seiten!)	https://portal.kobv.de/uid.do?query=b3kat_BV047909988&index=internal&plv=2	Berlin	1884	N	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Berlin	1884	német
106842	JÓKAI Mór	A Damokosok	regény	1883		lengyel	Poland (R)	NA	CO MOŻE KOBIETA	NA	Warszawa, 1890. Wieczory Powieśćiowe Biesiada Literacka 16° 176 str.	lengyel bib	Warszawa	1890	1	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Warszawa	1890	lengyel
106843	JÓKAI Mór	A Damokosok	regény	1883		német	Germany	NA	Was ein Weib vermag : Roman	Deutsch von Ludwig Wechsler	Berlin, 1889. Otto Janke Verlag 8° 284 S.	https://portal.kobv.de/uid.do?query=gbv_376752165&index=internal&plv=2	Berlin	1889	1	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Berlin	1889	német
106844	JÓKAI Mór	A debreceni lunátikus	elbeszélés	1875		német	Germany	NA	DER NACHTWANDLER	Autor. Übersetzung von Ludwig Wechsler	Berlin, 1893. Verlag Otto Janke 8° 140 S.	https://portal.kobv.de/uid.do?query=gbv_412328143&index=internal&plv=2	Berlin	1893	1	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Berlin	1893	német
106845	JÓKAI Mór	A debreceni lunátikus	elbeszélés	1875		német	Germany	NA	DER NACHTWANDLER		Dresden, 1894. W. Reuter Verlag 16° 88 S. Schrift übertragen von A. Schöffner.	https://opac.k10plus.de/DB=2.299/SET=3/TTL=781/SHW?FRST=782&ADI_LND=  gyorsirással!	Dresden	1894	1	-1		NA	NA	FALSE	Reuter's Bibliothek für Gabelsberger-Stenographen;34	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Dresden	1894	német
106853	JÓKAI Mór	A fehér rózsa	regény	1854		angol	UK	NA	HALIL, THE PEDLAR − A tale of old Stambul.	Translated by R. Nisbet Bain.	London, (1892) Jarrold & Sons 8-vo 275 p.	first ed. 1901--R. Nisbet Bain's intro is dated September, 1901. Reviews in Czigány also 1901. So all eds up until the 5th are from 1901.	London	1901	1	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	London	1892	angol
106854	JÓKAI Mór	A fehér rózsa	regény	1854		angol	UK	NA	HALIL, THE PEDLAR − A tale of old Stambul.	Translated by R. Nisbet Bain.	London, (1892) Jarrold & Sons 8-vo 275 p. 2nd ed.	presumed	London	1901	N	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	London	1892	angol
106855	JÓKAI Mór	A fehér rózsa	regény	1854		angol	UK	NA	HALIL, THE PEDLAR − A tale of old Stambul.	Translated by R. Nisbet Bain.	London, (1892) Jarrold & Sons 8-vo 275 p. 3rd ed.	Third ed. 1901: https://hdl.handle.net/2027/mdp.39015066045702 with extensive advertising materials front and back, lots of Jókai and Hungarian things.	London	1901	N	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	London	1892	angol
106856	JÓKAI Mór	A fehér rózsa	regény	1854		angol	UK	NA	HALIL, THE PEDLAR − A tale of old Stambul.	Translated by R. Nisbet Bain.	London, (1892) Jarrold & Sons 8-vo 275 p. 4th, ed.	presumed	London	1901	N	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	London	1892	angol
106857	JÓKAI Mór	A fehér rózsa	regény	1854		angol	UK	NA	HALIL, THE PEDLAR − A tale of old Stambul.	Translated by R. Nisbet Bain.	London, 1901. 5th, ed.	presumed, Czigány M. Gulyásból származtatja.	London	1901	N	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	London	1901	angol
106859	JÓKAI Mór	A fehér rózsa	regény	1854		finn	Finland	NA	Valkoruusu	Suomentanut S. Latvala	Helsinki, Kustannusosakeyhtiö Kirja, 1917. Otava 8:o 235+1 sivu	Demeterben: VALKOINEN RUUSU https://finna.fi/Record/satakirjastot.153480	Helsinki	1917	N	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Helsinki	1917	finn
106860	JÓKAI Mór	A fehér rózsa	regény	1854		lengyel	Poland (R)	NA	BIALA RÓŻA	Przełožył Karolina Szaniawska	Warszawa, 1885. Paprocki i S-ka "Wiek" 8° 151 str.	https://katalog.nukat.edu.pl/cgi-bin/koha/opac-detail.pl?biblionumber=3702867	Warszawa	1885	1	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Warszawa	1885	lengyel
106861	JÓKAI Mór	A fehér rózsa	regény	1854		német	Austria, Germany, Hungary	NA	DIE WEISSE ROSE (Halil Patrona) Histor. Roman aus der Zeit der Janitscharenaufstandes 1730.	Übersetzt von M. Falk	Pest−Wien−Leipzig, 1854. A. Hartlebens Verlag 8° 204 S.	Kertbeny szerint elfogyott belföldön, nem jutott ki. MOKKA record van.	Budapest−Wien−Leipzig	1854	1	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Pest−Wien−Leipzig	1854	német
106862	JÓKAI Mór	A fehér rózsa	regény	1854		német	Austria, Germany, Hungary	NA	DIE WEISSE ROSE (Halil Patrona)	Autor Übersetzung von M. Falk	Pest−Wien−Leipzig, 1858. A. Hartlebens Verlag 8° 204 S.	NA. Kertbeny állitja, hogy 1854 óta nem volt új kiadás. De ez a szegedi példány más lapszmokat mutat mint az 1854-es! https://mokka.hu:443/web/guest/record/-/record/bibMOK06467024	Budapest−Wien−Leipzig	1858	N	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Pest−Wien−Leipzig	1858	német
106863	JÓKAI Mór	A fehér rózsa	regény	1854		német	Austria, Germany, Hungary	NA	DIE WEISSE ROSE (Halil Patrona)	Autor Übersetzung von M. Falk	Pest−Wien−Leipzig, A. Hartleben's Verlag | Wien : K.u.k. Hofbuchdruckerei Carl Fromme, 1892. 8° 160 S.	ezt érdemes lenne Wien-re normalizálni  https://portal.kobv.de/uid.do?query=gbv_1869138732&index=internal&plv=2	Budapest−Wien−Leipzig	1892	N	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Pest−Wien−Leipzig	1892	német
106864	JÓKAI Mór	A fehér rózsa	regény	1854		német	Germany	NA	DIE WEISSE ROSE.	Histor. Roman Übersetzer unbekannt	Berlin, (1884). Verlag Otto Janke 8° 232 S.	https://portal.kobv.de/uid.do?query=gbv_376693592&index=internal&plv=2	Berlin	1884	N	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Berlin	1884	német
106865	JÓKAI Mór	A fehér rózsa	regény	1854		német	Germany	NA	Die weisse Rose : historischer Roman	Histor. Roman aus der Zeit der Janitscharenaufstandes 1730. (Autor. Übersetzung von Max Falk)	Berlin, 1921. J. Knoblauch Verlag 8° 190 S.	https://portal.kobv.de/uid.do?query=kobvindex_MOB0033920&index=internal&plv=2  kat szerint um 1900. Másik tétel: https://portal.kobv.de/uid.do?query=almahu_BV025585599&index=internal&plv=2	Berlin	1921	N	-1		NA	NA	FALSE	Neue Roman-Bibliothek : Serie 2 5	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Berlin	1921	német
106868	JÓKAI Mór	A fehér rózsa	regény	1854		szerb	Serbia	NA	БЕЛА РУЖА	Превеo с маҕарскег Д. Клаић	Беoград, 1898.	NA	Beograd	1898	N	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Беoград	1898	szerb
106869	JÓKAI Mór	A fekete vér	regény	1891		cseh	Czechoslovakia (to 1992)	NA	CERNÁ KREV	Přeložil Gustav Narcissus Mayerhoffer	Praha, (1925) František Borovy 8° 201+5 str.	https://aleph.nkp.cz/F/?func=direct&doc_number=000599392&local_base=CNB	Praha	1925	1	-1		NA	NA	FALSE	M. Jókaie Romány a povídky ; Ř. I, Sv. 12\n	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Praha	1925	cseh
106871	JÓKAI Mór	A fekete vér	regény	1891		lengyel	Poland (R)	NA	CZARNA KREW	przełożona z oryginału węgierkiego z upoważnienia autora przez B. Jaroszewską	Warszawa, 1903. Fr. J. Granowski Bibljoteka Dziel Wyborewych 8° 2 tom. 160, 150 str.	T. 1.: https://katalog.nukat.edu.pl/cgi-bin/koha/opac-detail.pl?biblionumber=3268352 t.2.: https://katalog.nukat.edu.pl/cgi-bin/koha/opac-detail.pl?biblionumber=3268350  itt más kiadóval: https://ibiblioteka.lt/metis/publication/LNB067EBC58 --cp. 1905-ös kettős megjelenést	Warszawa	1903	1	-1		NA	NA	FALSE	Biblioteka Dzieł Wyborowych ; nr 282-283	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Warszawa	1903	lengyel
106872	JÓKAI Mór	A fekete vér	regény	1891		lengyel	Poland (A)	NA	CZARNA KREW	Przełožyła B. Jaroszewska	Gródek, 1905. Czainski, Gubrynowicz i Schmidt we Lwowie, Gródek 1905, 8° 2 tom. 168; 144 str.	lenygel bibl	Gródek Jagielloński−Lviv	1905	N	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Grodek	1905	lengyel
106874	JÓKAI Mór	A fekete vér	regény	1891		német	Germany	NA	SCHWARZES BLUT	Autor. Übersetzung von Ludwig Wechsler	Berlin, 1892. Verlag Otto Janke 8° 284 S.	https://portal.kobv.de/uid.do?query=gbv_412328429&index=internal&plv=2	Berlin	1892	1	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Berlin	1892	német
106875	JÓKAI Mór	A fekete vér	regény	1891		német	Germany	NA	SCHWARZES BLUT	Autor. Überset zung von Ludwig Wechsler	Berlin, o. J. Michael Verlag 8°	NA	Berlin	NA	N	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Berlin	NA	német
106891	JÓKAI Mór	A gyerkőcz − Véres könyv	novella	1855		olasz	Hungary	NA	Il giovane eroe : bozzetto militare	Traduzione di Pietro Zambra e Samuele Szabo	Fiume, 1890. E. Mehovich im−8°	http://id.sbn.it/bid/NAP0827369 kat szerint 1892	Rijeka	1890	1	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	23 p. ; 17 cm	hun	NA	4. Jakab István−József Jolán	Fiume	1890	olasz
106901	JÓKAI Mór	Szomorú napok	regény	1856		lengyel	Poland (A)	NA	PTAK SMIERCI	NA	Gródek, 1902. Czainski Lwów, Gubrynowicz i Schmidt 8° 303 str.	Halálmadár a Szomorú napok c regány első fejezetnek cime	Gródek Jagielloński−Lviv	1902	?	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Gródek	1902	lengyel
106905	JÓKAI Mór	A Hargita − Erdélyi képek	novella	1854		angol	UK	NA	LIFE IN A CAVE.	Translated by Linda Villari	London, 1884. W. Swan, Sonnenschein & Co. 8-vo 86 p.	https://www.jisc.ac.uk/ and Czigány M. -- KP: az "Erdélyi képek" novelláskötet 1854-ben jelent meg.	London	1884	1	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	London	1884	angol
106912	JÓKAI Mór	A három királyok csillaga	kisregény	1894		német	Germany	NA	DER SCHEIN TRÜGT	Autor. Übersetzung von Ludwig Wechsler	Breslau, 1898. Schlesische Buchdruckerei S. Schottlaender 8° 192 S.	https://portal.kobv.de/uid.do?query=gbv_412328305&index=internal&plv=2	Wrocław	1898	1	-1		NA	NA	FALSE	Unterwegs und Daheim [Ser. X, Bd. X]	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Breslau	1898	német
106913	JÓKAI Mór	A három márványfej	regény	1887		lengyel	Poland (R)	NA	MARMUROWE GŁOWY	Przełozył B. Pobóg	Warszawa, 1886. Paprocki i S-ka (Orgelbrand i Synowie) 8° 312 str.	Lengyel kötet hamarabb mint magyar. lengyel bibl.	Warszawa	1886	1	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Warszawa	1886	lengyel
106919	JÓKAI Mór	A hittagadó − Milyenek a férfiak	novella	1865		észt	Russia	NA	USUSALGAJA	Tôlkinud M. Scholtz	Viljandi, 1899. J. Reovits 16:o 51 s.	https://www.ester.ee/record=b1577116	Viljandi	1899	1	-1		NA	NA	FALSE	NA	demeter	NA	NA	NA	NA	hun	NA	4. Jakab István−József Jolán	Viljandi	1899	észt
